Company,TypeName,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,Cpu_Brand,HDD,SSD
Lenovo,Notebook,4,2,0,2.79,10.354019074857808,0,0,106.11,5,1000,0
Asus,Notebook,8,0,0,2.0,10.973174165162662,0,0,157.35,7,0,256
HP,Notebook,8,0,0,2.1,10.780196354025913,0,1,100.45,7,1000,0
Acer,Notebook,8,1,0,2.2,10.466313041010059,0,0,100.45,2,0,256
Lenovo,Notebook,4,0,0,1.44,9.652379103040136,0,0,111.94,1,0,0
Acer,Notebook,6,0,0,2.23,10.283693654349953,0,0,100.45,5,1000,0
Asus,Ultrabook,8,2,0,1.7,10.932029103313662,0,0,141.21,7,0,256
HP,Ultrabook,8,0,0,1.26,11.17226165597048,0,0,176.23,7,0,256
Dell,Notebook,32,2,0,2.06,11.853723474786245,1,0,282.42,7,0,1000
MSI,Gaming,8,2,0,2.7,11.064819834822508,0,0,127.34,7,1000,256
Toshiba,Notebook,8,0,0,2.0,10.824647211921786,0,1,141.21,5,0,256
Asus,Notebook,8,0,0,2.0,11.171512322150534,0,0,157.35,7,1000,256
Lenovo,Notebook,4,0,0,1.85,10.082625714367484,0,0,141.21,3,1000,0
Asus,Gaming,8,2,0,2.5,10.882334592260529,0,0,141.21,7,0,256
HP,Notebook,8,0,0,1.48,11.120771962987872,0,0,157.35,5,0,256
Dell,Ultrabook,8,2,0,1.9,10.9311715265263,0,1,141.21,5,1000,128
HP,Notebook,8,0,0,1.84,11.017863604303702,0,0,141.21,5,0,256
Asus,Notebook,4,0,2,2.0,9.59236400982223,0,0,100.45,1,1000,0
Dell,Notebook,8,2,0,2.0,11.016770367521554,0,0,141.21,5,0,256
Dell,Notebook,4,0,2,2.2,9.592036693968193,0,0,100.45,1,500,0
Lenovo,Notebook,12,1,0,2.2,10.776864937870439,0,0,141.21,2,2000,0
HP,Notebook,8,2,0,2.1,10.549267406213417,0,1,141.21,3,1000,0
Lenovo,2 in 1 Convertible,16,0,0,1.4,11.624786287779711,1,1,316.97,7,0,512
Dell,Ultrabook,8,0,0,1.2,11.340119926907802,0,0,165.63,7,0,256
Lenovo,Gaming,16,2,0,2.4,11.004665214485216,0,1,141.21,7,2000,256
HP,Notebook,2,0,0,1.44,9.606840077363517,0,0,111.94,1,0,0
Dell,Ultrabook,16,0,0,1.88,11.358294272381869,0,0,141.21,7,0,768
Asus,2 in 1 Convertible,4,0,0,1.5,9.902537101000133,1,0,135.09,1,0,0
Dell,Ultrabook,8,1,0,1.9,10.472364324869146,0,0,141.21,5,1000,0
Dell,Notebook,16,2,0,2.06,11.590089611405006,1,0,282.42,7,0,512
HP,Notebook,8,0,0,1.84,11.148767161842734,0,0,141.21,7,0,256
MSI,Gaming,8,2,0,2.7,11.226209858672876,0,0,127.34,7,1000,128
HP,Workstation,8,2,0,2.6,11.43621746829565,0,0,141.21,7,0,256
Toshiba,Notebook,16,2,0,2.4,11.221942483842241,0,1,141.21,7,0,512
Dell,Notebook,8,1,0,2.02,10.853803833731272,0,0,141.21,7,2000,128
Lenovo,Notebook,4,0,2,2.2,9.750139803606897,0,0,100.45,1,1000,0
Dell,Gaming,8,2,0,2.65,10.882334592260529,0,0,141.21,5,1000,0
Dell,Notebook,8,0,0,2.36,10.298823991756509,1,0,100.45,5,2000,0
Dell,Notebook,8,0,0,1.36,11.23890379622848,0,0,157.35,5,0,256
HP,Notebook,4,0,0,1.86,10.060103191853011,0,0,100.45,3,500,0
Asus,Notebook,8,0,0,2.0,10.82676581465962,0,0,157.35,5,0,256
Lenovo,Notebook,6,2,0,2.8,10.55344848760242,0,0,106.11,5,1000,128
HP,Notebook,8,0,0,1.86,10.435494852273417,0,0,141.21,5,1000,0
Lenovo,Notebook,8,2,2,2.2,10.188204734039374,0,0,100.45,3,0,256
HP,Notebook,8,0,0,2.04,9.939188617449547,0,0,100.45,1,2000,0
Dell,Notebook,8,1,0,2.8,10.964913590461473,0,0,127.34,5,1000,128
Lenovo,Gaming,8,2,2,2.4,10.671383142982906,0,1,141.21,5,1000,128
Dell,Notebook,8,1,0,2.33,10.776864937870439,0,0,141.21,7,0,256
HP,Ultrabook,8,0,0,1.36,11.442942818102907,0,1,157.35,7,0,256
Asus,2 in 1 Convertible,12,2,0,2.26,10.977734058532482,1,0,141.21,7,2000,512
Acer,Notebook,4,1,0,2.1,10.030044429673623,0,0,100.45,2,0,128
Asus,Gaming,16,1,0,3.25,11.671327551888611,0,1,127.34,2,1000,256
Lenovo,Notebook,4,1,0,2.6,10.16796189691066,0,0,106.11,2,0,128
Dell,2 in 1 Convertible,8,0,0,1.62,10.742937256552272,1,0,165.63,7,0,256
HP,Notebook,4,1,0,1.91,10.167941447588701,0,0,141.21,2,0,256
Lenovo,Netbook,4,0,0,1.59,10.29095296708588,0,1,135.09,1,0,128
Dell,Notebook,4,0,0,1.8,9.708963041637261,0,0,100.45,1,500,0
Asus,Notebook,4,0,0,1.5,9.63161845996438,0,0,111.94,1,0,0
Acer,Notebook,8,2,2,2.4,10.71610257089814,0,0,141.21,7,1000,0
HP,Gaming,8,2,0,3.35,11.058125354295145,0,1,127.34,7,1000,128
Lenovo,Notebook,4,0,2,1.85,9.975784027776756,0,0,141.21,3,0,128
Asus,Gaming,8,2,0,2.3,11.387128654624775,0,1,141.21,7,1000,128
Lenovo,Notebook,8,2,0,1.5,10.977734058532482,0,1,157.35,5,0,256
Asus,Ultrabook,16,0,0,1.1,11.442314055786095,1,0,165.63,7,0,512
Lenovo,Ultrabook,8,0,0,1.13,11.708376781321808,0,1,209.8,7,0,512
Lenovo,Notebook,4,0,0,1.5,10.283693654349953,0,1,165.63,3,0,128
Dell,Workstation,8,1,0,2.23,11.197410561265002,0,0,141.21,5,500,0
Dell,Workstation,8,2,0,2.0,11.641791742848616,0,1,141.21,7,0,256
Lenovo,2 in 1 Convertible,16,0,0,1.42,11.803208053148005,1,0,209.8,7,0,512
Asus,Gaming,8,2,0,3.0,10.921593081430734,0,0,127.34,7,1000,0
Asus,Gaming,16,2,0,3.0,11.347690851338031,0,0,127.34,7,1000,256
Acer,Notebook,12,2,0,2.2,10.518045621772615,0,1,100.45,5,1000,0
MSI,Gaming,8,2,0,2.7,11.182693795440782,0,0,127.34,7,0,256
Dell,Notebook,8,1,2,2.33,10.633429274704698,0,0,141.21,7,0,256
HP,Ultrabook,4,1,0,1.91,10.188204734039374,0,0,141.21,2,0,256
Lenovo,Notebook,8,1,0,2.1,11.089987951528633,0,1,141.21,7,0,256
Lenovo,Notebook,8,0,0,1.9,10.819330984386541,0,1,157.35,5,0,256
Dell,Workstation,8,2,0,1.78,11.881009595905924,1,0,282.42,7,0,256
Lenovo,Ultrabook,16,0,0,1.13,11.848404351239447,0,1,209.8,7,0,1000
Lenovo,Notebook,4,0,0,2.2,9.699207462149198,0,0,100.45,1,1000,0
Asus,Gaming,16,2,0,2.9,11.307942507277987,0,0,127.34,7,1000,256
Lenovo,Notebook,8,1,0,2.1,11.018300564589259,0,1,141.21,5,1000,256
Acer,Notebook,8,2,2,2.5,10.754367276099781,0,0,141.21,7,0,256
MSI,Gaming,16,2,0,2.8,11.693810323540696,0,0,127.34,7,1000,256
Asus,Ultrabook,8,0,0,1.1,11.51086774932477,0,0,157.35,7,0,512
Toshiba,Ultrabook,16,0,0,1.2,11.44122707973651,0,0,165.63,7,0,512
Dell,Ultrabook,8,0,0,1.36,11.402121270453206,0,0,157.35,7,0,512
Lenovo,Notebook,4,0,0,2.2,9.989322070632241,0,0,141.21,3,500,0
Lenovo,Notebook,2,0,0,1.15,9.694129542502065,0,0,135.09,1,0,0
Lenovo,Workstation,8,2,0,2.67,11.538252022916238,0,0,141.21,7,0,512
Lenovo,Ultrabook,8,2,0,1.7,11.547559135248338,0,1,209.8,7,0,512
HP,Notebook,4,1,0,2.1,10.126203812574422,0,0,141.21,3,1000,0
Acer,2 in 1 Convertible,8,0,0,1.6,10.646363808731104,1,1,165.63,7,0,256
Asus,2 in 1 Convertible,8,0,0,1.27,10.808612983780158,1,1,165.63,5,0,256
Dell,Notebook,4,1,2,2.3,10.370687003747133,0,0,141.21,5,0,256
Dell,Notebook,4,0,0,1.65,10.510829537468052,0,0,117.83,3,0,128
HP,Ultrabook,8,0,0,1.43,11.288793925756666,0,0,157.35,7,0,256
Dell,Notebook,8,0,0,2.14,10.267072328504518,0,0,100.45,5,1000,0
Lenovo,Ultrabook,8,1,0,1.75,11.078388532907343,0,1,157.35,7,0,256
Lenovo,2 in 1 Convertible,16,2,0,2.0,11.524653620496773,1,1,282.42,7,0,512
Chuwi,Notebook,6,0,0,1.4,10.082625714367484,0,1,267.34,1,0,0
HP,Notebook,8,0,0,2.31,11.23890379622848,0,0,141.21,7,0,256
Asus,Notebook,8,2,2,2.3,10.367509577604206,0,0,141.21,3,1000,0
Dell,Gaming,16,2,0,4.42,11.91258522125164,0,1,169.78,7,1000,256
Dell,Gaming,8,2,0,2.62,11.030890063374128,0,1,141.21,7,1000,128
Dell,Notebook,8,1,0,2.02,11.016464046926865,0,0,141.21,7,2000,256
Dell,Ultrabook,8,0,2,1.6,10.977734058532482,0,0,157.35,7,0,256
HP,Gaming,12,2,0,3.35,11.57597274976738,0,0,127.34,7,1000,256
Mediacom,2 in 1 Convertible,4,0,0,1.16,9.676067369454655,1,1,189.91,1,0,32
Samsung,Netbook,4,0,2,1.15,9.570342175774599,0,0,135.09,1,0,0
Lenovo,Notebook,8,0,0,1.4,10.893285218834153,0,1,165.63,7,0,256
Lenovo,Notebook,4,0,0,1.7,10.370853957360486,0,1,157.35,3,0,128
Lenovo,Workstation,16,2,0,2.3,11.777369104499687,0,1,282.42,7,0,512
Lenovo,Notebook,16,2,0,2.5,11.779003747004984,0,0,141.21,7,0,512
Asus,Gaming,8,1,0,3.2,11.4110101190053,0,0,127.34,2,1000,256
HP,Notebook,4,0,0,2.1,9.824939893387057,0,0,100.45,1,500,0
Google,Ultrabook,16,0,2,1.1,11.671327551888611,1,0,234.51,7,0,512
Lenovo,Ultrabook,24,0,0,1.32,11.751264655532276,0,0,209.8,7,0,512
Asus,Notebook,4,0,2,2.0,10.301744074438556,0,0,141.21,5,0,256
Lenovo,Notebook,8,1,0,2.8,10.227501072075105,0,0,106.11,2,1000,0
Dell,Notebook,4,1,0,2.2,10.594325067871669,0,0,141.21,5,0,256
Lenovo,Ultrabook,8,0,0,1.36,11.240304338273628,0,1,176.23,5,0,256
Lenovo,Notebook,4,0,0,2.2,9.830686725695612,0,0,141.21,1,0,128
HP,Gaming,8,2,0,2.2,10.977734058532482,0,1,141.21,7,1000,128
Dell,Notebook,8,2,0,1.64,11.04799884586991,0,0,157.35,5,0,256
Acer,Notebook,4,0,2,2.4,10.066460798816403,0,0,100.45,5,500,0
Dell,Workstation,8,2,0,2.23,11.572966763745677,0,0,141.21,1,1000,0
MSI,Gaming,8,2,0,2.2,10.910696783979338,0,0,141.21,5,0,256
Microsoft,Ultrabook,16,0,0,1.25,11.834595255385269,1,0,200.84,7,0,512
HP,Notebook,8,0,0,1.91,10.354019074857808,0,0,100.45,5,0,128
Dell,Workstation,16,2,0,2.17,11.563894206696261,0,1,141.21,7,0,256
HP,Workstation,8,0,0,2.31,11.311207243266212,0,1,141.21,7,0,512
Lenovo,Notebook,8,0,0,1.65,11.17972427264563,0,0,157.35,5,0,256
Dell,Notebook,8,1,0,2.36,10.862111839946362,0,0,141.21,7,1000,128
Dell,2 in 1 Convertible,4,0,0,1.47,10.147300806108744,1,0,135.09,1,500,0
Dell,Notebook,8,2,0,4.42,11.5992121460979,0,1,127.34,7,1000,0
Microsoft,Ultrabook,4,0,0,1.252,10.87227433519628,1,0,200.84,1,0,128
Microsoft,Ultrabook,8,0,0,1.25,11.470557693018055,1,0,200.84,7,0,256
HP,Notebook,8,0,0,2.5,10.436902270731546,0,0,106.11,3,0,256
Acer,Notebook,4,2,0,2.23,10.274544773906094,0,0,141.21,3,1000,0
Acer,Netbook,4,0,0,1.4,10.0509502029849,0,0,135.09,1,0,128
Asus,Notebook,8,0,0,2.37,10.594325067871669,0,0,141.21,5,1000,0
Lenovo,Notebook,8,1,2,1.5,10.65894546204638,0,1,157.35,7,0,512
Lenovo,Notebook,8,2,0,2.67,11.620489351422806,0,0,141.21,7,0,256
Asus,Notebook,4,0,0,2.0,9.692650465103508,0,0,100.45,1,500,0
Acer,Notebook,4,2,0,2.2,10.126203812574422,0,0,100.45,3,500,0
Dell,Notebook,8,1,0,2.02,10.607587531607622,0,0,141.21,5,2000,0
HP,Gaming,12,2,0,3.78,11.413367194793471,0,1,127.34,7,1000,0
Lenovo,Ultrabook,12,0,0,1.4,11.502827047152728,0,1,209.8,7,0,256
HP,2 in 1 Convertible,8,0,0,1.29,11.57597274976738,1,1,331.26,7,0,512
HP,Notebook,8,1,0,1.9,11.02656673726564,0,0,141.21,5,500,0
Google,Ultrabook,8,0,2,1.1,11.126277204319269,1,0,234.51,5,0,128
Dell,Ultrabook,8,0,0,1.42,11.494096996627102,1,0,165.63,5,0,256
Asus,Notebook,12,0,0,2.06,11.14492549142712,0,1,282.42,7,1000,128
Dell,Notebook,8,0,0,1.79,10.582236575309748,0,0,111.94,3,0,128
Dell,Workstation,8,2,0,1.78,11.76212062696966,0,0,141.21,7,0,256
Lenovo,Notebook,8,0,0,1.7,11.193751624635278,0,0,157.35,5,0,180
Dell,Notebook,8,1,0,2.2,10.490301522301456,0,0,141.21,5,1000,0
Toshiba,Notebook,8,0,0,1.05,11.397348045153949,0,1,165.63,5,0,256
Dell,Notebook,8,2,0,2.16,11.116028941464197,0,1,141.21,7,0,512
Dell,Notebook,4,0,0,2.18,10.349936178119012,0,0,100.45,3,1000,0
HP,Notebook,4,0,0,1.49,10.563136893021344,0,1,165.63,5,0,128
Chuwi,Notebook,4,0,0,1.89,9.492687639628008,0,0,141.21,1,0,0
Lenovo,Notebook,4,0,0,2.3,10.312419975886602,0,0,100.45,3,0,128
Lenovo,Notebook,8,0,0,1.75,10.9311715265263,0,1,157.35,5,0,256
Dell,Workstation,16,2,0,2.17,11.732620195934564,0,1,141.21,7,0,512
Dell,Notebook,16,2,0,2.06,11.524653620496773,0,0,141.21,7,0,512
Lenovo,Ultrabook,16,0,0,1.36,11.470001679901523,0,1,176.23,7,0,512
Asus,Ultrabook,16,0,0,0.91,11.551155302753232,0,0,176.23,7,0,512
Lenovo,Notebook,8,2,0,2.3,10.895253540833279,0,1,141.21,5,0,256
Toshiba,Ultrabook,32,0,0,1.05,11.91258522125164,1,0,165.63,7,0,512
Asus,Gaming,8,2,0,1.99,11.183434800359647,0,0,141.21,7,1000,128
Acer,Notebook,8,1,0,2.2,10.336895919115271,0,0,100.45,2,1000,0
Asus,Gaming,24,2,0,4.33,11.121560284041063,1,1,127.34,7,1000,256
Lenovo,Ultrabook,8,0,0,1.3,10.977734058532482,0,1,125.37,5,0,180
Lenovo,Notebook,8,0,0,2.17,10.776753699300672,0,0,141.21,7,0,256
HP,Notebook,8,0,0,1.48,11.442371232335963,0,0,157.35,7,0,1000
Lenovo,Notebook,8,0,0,1.4,10.830989602063529,0,1,165.63,3,0,256
Lenovo,Notebook,8,0,0,2.3,10.790124525660513,0,1,141.21,5,0,256
Asus,Netbook,4,0,0,1.2,9.804561844579837,0,0,135.09,1,0,0
HP,Notebook,8,1,0,1.91,10.403680464840251,0,0,100.45,5,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.4,11.352706476813816,1,1,158.48,5,0,256
Lenovo,Notebook,4,0,0,2.1,9.676067369454655,0,0,111.94,1,500,0
Lenovo,Netbook,4,0,2,1.25,9.55536167525287,0,0,135.09,1,0,16
Lenovo,Notebook,8,0,0,1.44,10.830989602063529,0,0,165.63,5,0,256
Asus,Notebook,8,0,0,2.0,11.085455823148253,0,0,141.21,7,1000,256
Acer,Notebook,4,2,0,2.2,10.393956579593214,0,1,141.21,5,1000,0
HP,Ultrabook,8,0,0,1.34,11.163232376768585,0,1,165.63,7,0,512
Lenovo,Gaming,8,2,2,2.4,11.022224638820209,0,1,141.21,7,1000,256
Dell,Ultrabook,8,0,0,1.29,10.776864937870439,1,1,165.63,5,0,128
Acer,Notebook,4,2,0,2.2,10.435494852273417,0,0,141.21,7,500,0
Dell,Notebook,8,0,0,2.18,10.704212089745168,0,0,141.21,5,1000,0
Dell,Notebook,16,1,0,2.2,11.08155941273309,0,0,141.21,7,2000,256
Xiaomi,Notebook,16,2,2,1.95,11.219766233564348,0,1,141.21,7,0,256
Asus,Netbook,2,0,0,1.1,9.476895841062142,0,0,135.09,1,0,0
HP,Notebook,4,0,0,2.04,10.232248764043675,1,0,100.45,5,1000,0
Asus,Gaming,24,2,0,2.24,11.971210954208564,0,0,141.21,7,0,512
HP,Notebook,8,2,0,2.04,10.765679373749014,0,0,141.21,5,0,256
Asus,Gaming,16,2,0,3.0,11.291457009898608,0,0,127.34,7,1000,256
Lenovo,Gaming,8,2,0,3.2,11.219087416653776,0,1,141.21,7,1000,256
HP,Ultrabook,8,0,0,1.32,11.219087416653776,0,1,165.63,7,0,256
Dell,Notebook,8,0,0,1.64,11.129980089482057,0,0,157.35,5,0,256
HP,Notebook,4,0,0,1.63,10.510829537468052,0,0,100.45,3,0,128
Dell,Notebook,8,1,2,2.8,10.765679373749014,0,1,127.34,5,1000,128
Lenovo,Notebook,8,0,0,2.02,11.175999925622857,0,0,157.35,5,0,256
Lenovo,Notebook,4,2,0,2.2,10.65894546204638,0,0,141.21,7,1000,0
Lenovo,Notebook,8,2,2,2.2,10.104652126020449,0,0,100.45,3,2000,0
Dell,Notebook,4,1,0,2.3,10.347204956314746,0,0,141.21,5,500,0
Dell,Notebook,8,0,0,1.9,11.20323715505582,0,0,141.21,5,0,256
Dell,Gaming,16,2,0,4.42,11.986182456289773,0,1,127.34,7,1000,128
Toshiba,Notebook,8,0,0,2.0,10.732515239391274,0,1,141.21,5,500,0
Asus,Notebook,8,2,0,2.0,11.14492549142712,0,1,282.42,7,1000,256
Mediacom,Notebook,4,0,0,1.2,9.88640853285114,0,1,165.63,1,0,32
Asus,Gaming,8,2,0,2.3,11.38349673063646,0,1,141.21,5,1000,128
Dell,Notebook,8,2,0,1.93,11.197410561265002,0,0,141.21,7,0,256
Dell,Notebook,8,1,0,2.2,10.656953538743746,0,0,141.21,5,0,256
HP,Notebook,4,0,0,1.86,9.964544419744591,0,0,141.21,1,0,256
HP,Gaming,12,2,0,2.62,11.470557693018055,0,0,127.34,7,1000,0
Lenovo,Notebook,8,2,0,1.87,10.731351797533883,0,1,157.35,7,0,256
Dell,Ultrabook,8,0,0,1.2,11.219087416653776,1,0,276.05,7,0,256
Dell,Notebook,4,0,0,1.6,10.576640004149553,0,0,157.35,3,0,128
HP,Ultrabook,8,0,0,1.34,11.018737334023916,0,1,276.05,7,0,256
Acer,Gaming,8,2,2,2.4,10.65769314316572,0,0,141.21,5,1000,0
Asus,Notebook,4,1,0,2.0,9.830686725695612,0,0,100.45,2,500,0
HP,Notebook,4,0,0,2.1,10.534494400670454,0,0,141.21,3,0,128
Lenovo,Notebook,4,0,0,1.87,10.641268652988298,0,0,157.35,5,500,0
Lenovo,Notebook,4,0,2,2.15,10.111923799719232,0,0,141.21,5,1000,0
HP,Notebook,4,0,0,1.86,9.959544582297465,0,0,141.21,3,500,0
Lenovo,Notebook,8,0,0,1.99,11.430870367130519,0,1,141.21,7,0,512
Lenovo,Notebook,4,0,0,2.2,10.188204734039374,0,0,141.21,3,0,128
Dell,Notebook,8,0,0,1.9,10.9939706755559,0,0,141.21,5,0,256
Dell,Gaming,16,2,0,4.42,11.876204593197345,0,1,127.34,7,1000,256
HP,Notebook,8,0,0,2.65,10.274820461681916,0,0,106.11,3,1000,0
HP,Notebook,8,2,0,2.63,11.130191046138895,0,0,127.34,7,1000,0
Asus,Notebook,4,0,2,2.0,9.387290863723349,0,0,100.45,1,500,0
Mediacom,Notebook,4,0,0,1.35,9.51689817169677,0,1,165.63,1,0,0
Lenovo,Notebook,6,2,0,2.8,10.830989602063529,0,0,106.11,7,1000,128
HP,Notebook,6,1,0,1.91,10.319298688776522,0,1,141.21,2,0,128
Dell,Notebook,4,1,0,2.18,10.401918032928819,0,0,100.45,3,1000,0
Acer,2 in 1 Convertible,4,0,0,1.25,9.830686725695612,1,1,189.91,1,0,0
Lenovo,Notebook,4,0,0,2.05,10.421310636870407,0,0,141.21,3,0,128
HP,Ultrabook,16,0,0,1.16,11.558818102026148,1,1,276.05,1,0,512
Lenovo,Notebook,8,2,0,3.4,11.98160146330393,0,1,127.34,7,0,256
Asus,Notebook,8,2,0,2.5,10.707794102852903,0,0,141.21,5,1000,128
Dell,Ultrabook,8,0,0,1.21,11.352706476813816,1,1,331.26,5,0,128
Dell,Notebook,4,0,0,1.93,10.841471672111513,0,0,100.45,5,500,0
Fujitsu,Notebook,8,0,0,2.2,10.580884344379838,0,0,100.45,5,1000,0
Lenovo,Notebook,4,0,0,2.2,9.816257242491497,0,0,141.21,1,500,0
Lenovo,Notebook,4,0,0,2.02,10.873284927533353,0,0,111.94,5,500,0
HP,Workstation,8,2,0,3.14,11.504434994721837,0,0,106.11,5,500,0
HP,Notebook,8,0,0,1.94,9.939188617449547,0,0,111.94,1,2000,0
HP,Notebook,6,1,0,1.95,10.451022662038508,0,1,141.21,2,0,256
Lenovo,Notebook,8,0,0,2.3,10.697009339741529,0,0,141.21,5,0,256
Lenovo,Notebook,4,0,0,2.05,10.505007263781431,0,0,141.21,5,500,0
Mediacom,Notebook,4,0,0,1.4,9.49308929643757,0,0,157.35,1,0,32
Toshiba,Ultrabook,16,0,0,1.24,11.506587421942397,1,0,157.35,7,0,512
Lenovo,Gaming,32,2,0,4.6,11.862776660000488,0,1,127.34,7,1000,256
MSI,Gaming,16,2,0,4.14,11.887258424442937,0,0,127.34,7,1000,512
Dell,Notebook,8,1,2,2.2,10.594338418582844,0,0,141.21,7,0,256
Mediacom,Notebook,4,0,0,1.45,9.939188617449547,0,1,157.35,1,0,32
Dell,Notebook,8,0,0,1.9,10.891818824899195,0,0,100.45,5,500,0
HP,Notebook,4,0,0,1.49,10.55344848760242,0,0,165.63,3,0,128
Dell,Notebook,16,2,0,1.93,11.313414686766107,0,0,141.21,7,0,256
Dell,Netbook,4,0,2,1.26,9.662600003493079,0,0,135.09,1,0,0
MSI,Gaming,16,2,0,4.5,11.737314000969286,0,0,127.34,7,1000,128
HP,Gaming,16,2,0,3.78,11.287459719448945,0,1,127.34,7,1000,256
Lenovo,Ultrabook,12,0,0,1.4,11.397945945786494,0,1,157.35,7,0,256
Lenovo,Notebook,12,0,0,2.2,10.387410112463472,1,0,100.45,7,1000,0
Asus,Gaming,8,2,0,2.73,11.454306455567952,0,1,127.34,5,1000,128
Asus,2 in 1 Convertible,8,0,0,2.2,10.580884344379838,1,0,100.45,5,1000,0
Lenovo,Notebook,12,1,0,2.2,10.830989602063529,0,0,141.21,2,0,512
Dell,2 in 1 Convertible,4,0,0,1.39,10.377509348127942,1,0,135.09,1,0,128
Samsung,Notebook,16,2,0,2.5,11.413367194793471,0,0,141.21,7,1000,128
Lenovo,Notebook,4,0,2,2.8,10.246584937175161,0,0,127.34,3,500,0
Lenovo,Notebook,8,0,0,2.29,10.104652126020449,0,0,100.45,3,1000,0
Lenovo,2 in 1 Convertible,8,0,0,1.37,11.588895274257608,1,1,165.63,7,0,512
Lenovo,Notebook,8,0,0,1.7,11.271308832122036,0,1,157.35,5,0,256
Dell,2 in 1 Convertible,8,0,0,1.34,11.396151170363474,1,0,176.23,5,0,256
Dell,Workstation,8,2,0,2.06,11.450343854500035,1,0,141.21,7,0,256
HP,Notebook,8,0,0,1.84,11.081362552451946,0,0,141.21,7,0,256
HP,Notebook,4,0,0,2.1,10.480595580990489,0,0,100.45,3,500,0
Acer,Notebook,4,0,0,1.6,9.771675823299722,0,0,157.35,1,0,0
MSI,Gaming,16,2,0,4.14,11.671327551888611,0,0,127.34,7,1000,128
Dell,Notebook,4,1,2,2.18,10.117638793948517,0,0,100.45,3,1000,0
MSI,Gaming,16,2,0,1.8,11.715798714845754,0,0,282.42,7,2000,256
Toshiba,Notebook,8,0,0,2.2,11.219087416653776,0,1,141.21,7,0,256
Lenovo,Notebook,6,0,0,2.4,10.310648555135304,0,0,141.21,5,1000,0
Lenovo,2 in 1 Convertible,8,0,0,2.0,11.14492549142712,1,1,141.21,7,0,256
Acer,Notebook,4,0,0,1.6,9.830686725695612,0,0,111.94,1,0,0
Lenovo,Notebook,32,2,0,2.5,12.472351239006208,0,1,282.42,1,0,1000
Dell,Gaming,16,2,0,2.59,10.754378652356438,0,0,141.21,7,1000,0
Dell,Notebook,4,0,2,2.18,10.071202618702882,0,0,100.45,3,1000,0
Dell,Notebook,4,0,2,2.25,9.858935694046775,0,0,100.45,3,1000,0
Dell,Notebook,4,0,2,1.93,10.742925749387153,0,0,100.45,5,500,0
Asus,Gaming,8,2,0,3.0,11.038625258642542,0,0,127.34,7,1000,128
Dell,Notebook,4,1,2,2.18,10.319474445348318,0,0,141.21,5,0,128
HP,Ultrabook,8,0,0,1.84,11.211913881327705,0,0,141.21,7,0,512
MSI,Gaming,16,2,0,2.94,11.702161236727294,0,0,141.21,7,1000,256
Acer,2 in 1 Convertible,4,0,2,1.25,9.913146751905726,1,1,135.09,1,0,0
HP,Notebook,8,0,0,2.31,11.000226754739211,0,0,111.94,5,0,256
Lenovo,Notebook,8,0,0,1.65,11.265184359047494,0,0,157.35,5,0,256
Dell,Notebook,4,1,0,2.2,10.629737732680555,0,0,141.21,5,1000,0
Fujitsu,Notebook,8,0,0,2.2,10.65894546204638,0,0,100.45,5,0,256
HP,Notebook,4,0,0,1.88,10.81291397887887,0,0,100.45,5,500,0
Lenovo,Notebook,8,2,0,2.2,10.776864937870439,0,0,141.21,7,1000,0
Mediacom,Notebook,2,0,0,1.4,9.452103105493551,0,0,157.35,1,0,0
Lenovo,Notebook,4,0,2,2.2,10.124069425552399,0,0,141.21,5,0,128
Asus,2 in 1 Convertible,6,0,0,1.5,10.435510501143598,1,0,165.63,5,1000,0
Dell,Notebook,8,2,0,2.0,11.482163118760115,0,0,141.21,7,0,256
Asus,Ultrabook,16,0,0,1.1,11.525180069637228,0,0,157.35,7,0,512
Dell,Gaming,16,2,0,2.62,11.274695179037376,0,0,141.21,7,1000,256
Lenovo,Notebook,4,0,0,1.8,10.695803821362974,0,0,141.21,5,0,256
Lenovo,Notebook,4,2,0,2.2,10.336895919115271,0,0,141.21,3,1000,0
Asus,Notebook,8,0,0,2.0,9.964569481536397,0,0,100.45,1,1000,0
Asus,Notebook,8,2,0,1.99,10.78530512664034,0,0,141.21,5,1000,0
Dell,Ultrabook,8,0,0,1.23,11.508729875782148,1,0,276.05,5,0,256
Lenovo,Notebook,2,0,0,1.42,9.49308929643757,0,0,111.94,1,0,0
Lenovo,2 in 1 Convertible,8,0,0,1.37,11.447173809349156,1,1,165.63,7,0,256
Dell,Notebook,16,2,0,2.06,11.75837611262137,1,0,282.42,7,0,1000
Lenovo,Gaming,8,2,0,2.5,10.986791937486872,0,1,141.21,7,1000,128
HP,Notebook,8,1,0,2.6,10.231155141758178,0,0,107.99,2,1000,0
Lenovo,Ultrabook,16,0,0,1.14,11.77941199046351,0,1,157.35,7,0,512
Asus,Gaming,8,2,2,2.5,11.039481042980592,0,1,141.21,7,1000,0
Acer,Notebook,4,0,0,2.4,10.08485031650177,0,0,100.45,3,500,0
Lenovo,Notebook,4,0,0,1.43,9.588757629430335,0,0,111.94,1,0,0
Acer,Ultrabook,8,0,0,1.8,10.798867571413842,0,1,157.35,5,0,256
Razer,Gaming,16,2,0,1.95,11.838450282382281,0,0,157.35,7,0,256
