Company,TypeName,Ram,Gpu,OpSys,Weight,TouchScreen,IPS,PPI,Cpu_Brand,HDD,SSD
Lenovo,Notebook,8,0,0,1.9,0,1,157.35,5,0,256
Dell,Workstation,8,2,0,1.78,1,0,282.42,7,0,256
Lenovo,Ultrabook,16,0,0,1.13,0,1,209.8,7,0,1000
Lenovo,Notebook,4,0,0,2.2,0,0,100.45,1,1000,0
Asus,Gaming,16,2,0,2.9,0,0,127.34,7,1000,256
Lenovo,Notebook,8,1,0,2.1,0,1,141.21,5,1000,256
Acer,Notebook,8,2,2,2.5,0,0,141.21,7,0,256
MSI,Gaming,16,2,0,2.8,0,0,127.34,7,1000,256
Asus,Ultrabook,8,0,0,1.1,0,0,157.35,7,0,512
Toshiba,Ultrabook,16,0,0,1.2,0,0,165.63,7,0,512
Dell,Ultrabook,8,0,0,1.36,0,0,157.35,7,0,512
Lenovo,Notebook,4,0,0,2.2,0,0,141.21,3,500,0
Lenovo,Notebook,2,0,0,1.15,0,0,135.09,1,0,0
Lenovo,Workstation,8,2,0,2.67,0,0,141.21,7,0,512
Lenovo,Ultrabook,8,2,0,1.7,0,1,209.8,7,0,512
HP,Notebook,4,1,0,2.1,0,0,141.21,3,1000,0
Acer,2 in 1 Convertible,8,0,0,1.6,1,1,165.63,7,0,256
Asus,2 in 1 Convertible,8,0,0,1.27,1,1,165.63,5,0,256
Dell,Notebook,4,1,2,2.3,0,0,141.21,5,0,256
Dell,Notebook,4,0,0,1.65,0,0,117.83,3,0,128
HP,Ultrabook,8,0,0,1.43,0,0,157.35,7,0,256
Dell,Notebook,8,0,0,2.14,0,0,100.45,5,1000,0
Lenovo,Ultrabook,8,1,0,1.75,0,1,157.35,7,0,256
Lenovo,2 in 1 Convertible,16,2,0,2.0,1,1,282.42,7,0,512
Chuwi,Notebook,6,0,0,1.4,0,1,267.34,1,0,0
HP,Notebook,8,0,0,2.31,0,0,141.21,7,0,256
Asus,Notebook,8,2,2,2.3,0,0,141.21,3,1000,0
Dell,Gaming,16,2,0,4.42,0,1,169.78,7,1000,256
Dell,Gaming,8,2,0,2.62,0,1,141.21,7,1000,128
Dell,Notebook,8,1,0,2.02,0,0,141.21,7,2000,256
Dell,Ultrabook,8,0,2,1.6,0,0,157.35,7,0,256
HP,Gaming,12,2,0,3.35,0,0,127.34,7,1000,256
Mediacom,2 in 1 Convertible,4,0,0,1.16,1,1,189.91,1,0,32
Samsung,Netbook,4,0,2,1.15,0,0,135.09,1,0,0
Lenovo,Notebook,8,0,0,1.4,0,1,165.63,7,0,256
Lenovo,Notebook,4,0,0,1.7,0,1,157.35,3,0,128
Lenovo,Workstation,16,2,0,2.3,0,1,282.42,7,0,512
Lenovo,Notebook,16,2,0,2.5,0,0,141.21,7,0,512
Asus,Gaming,8,1,0,3.2,0,0,127.34,2,1000,256
HP,Notebook,4,0,0,2.1,0,0,100.45,1,500,0
Google,Ultrabook,16,0,2,1.1,1,0,234.51,7,0,512
Lenovo,Ultrabook,24,0,0,1.32,0,0,209.8,7,0,512
Asus,Notebook,4,0,2,2.0,0,0,141.21,5,0,256
Lenovo,Notebook,8,1,0,2.8,0,0,106.11,2,1000,0
Dell,Notebook,4,1,0,2.2,0,0,141.21,5,0,256
Lenovo,Ultrabook,8,0,0,1.36,0,1,176.23,5,0,256
Lenovo,Notebook,4,0,0,2.2,0,0,141.21,1,0,128
HP,Gaming,8,2,0,2.2,0,1,141.21,7,1000,128
Dell,Notebook,8,2,0,1.64,0,0,157.35,5,0,256
Acer,Notebook,4,0,2,2.4,0,0,100.45,5,500,0
Dell,Workstation,8,2,0,2.23,0,0,141.21,1,1000,0
MSI,Gaming,8,2,0,2.2,0,0,141.21,5,0,256
Microsoft,Ultrabook,16,0,0,1.25,1,0,200.84,7,0,512
HP,Notebook,8,0,0,1.91,0,0,100.45,5,0,128
Dell,Workstation,16,2,0,2.17,0,1,141.21,7,0,256
HP,Workstation,8,0,0,2.31,0,1,141.21,7,0,512
Lenovo,Notebook,8,0,0,1.65,0,0,157.35,5,0,256
Dell,Notebook,8,1,0,2.36,0,0,141.21,7,1000,128
Dell,2 in 1 Convertible,4,0,0,1.47,1,0,135.09,1,500,0
Dell,Notebook,8,2,0,4.42,0,1,127.34,7,1000,0
Microsoft,Ultrabook,4,0,0,1.252,1,0,200.84,1,0,128
Microsoft,Ultrabook,8,0,0,1.25,1,0,200.84,7,0,256
HP,Notebook,8,0,0,2.5,0,0,106.11,3,0,256
Acer,Notebook,4,2,0,2.23,0,0,141.21,3,1000,0
Acer,Netbook,4,0,0,1.4,0,0,135.09,1,0,128
Asus,Notebook,8,0,0,2.37,0,0,141.21,5,1000,0
Lenovo,Notebook,8,1,2,1.5,0,1,157.35,7,0,512
Lenovo,Notebook,8,2,0,2.67,0,0,141.21,7,0,256
Asus,Notebook,4,0,0,2.0,0,0,100.45,1,500,0
Acer,Notebook,4,2,0,2.2,0,0,100.45,3,500,0
Dell,Notebook,8,1,0,2.02,0,0,141.21,5,2000,0
HP,Gaming,12,2,0,3.78,0,1,127.34,7,1000,0
Lenovo,Ultrabook,12,0,0,1.4,0,1,209.8,7,0,256
HP,2 in 1 Convertible,8,0,0,1.29,1,1,331.26,7,0,512
HP,Notebook,8,1,0,1.9,0,0,141.21,5,500,0
Google,Ultrabook,8,0,2,1.1,1,0,234.51,5,0,128
Dell,Ultrabook,8,0,0,1.42,1,0,165.63,5,0,256
Asus,Notebook,12,0,0,2.06,0,1,282.42,7,1000,128
Dell,Notebook,8,0,0,1.79,0,0,111.94,3,0,128
Dell,Workstation,8,2,0,1.78,0,0,141.21,7,0,256
Lenovo,Notebook,8,0,0,1.7,0,0,157.35,5,0,180
Dell,Notebook,8,1,0,2.2,0,0,141.21,5,1000,0
Toshiba,Notebook,8,0,0,1.05,0,1,165.63,5,0,256
Dell,Notebook,8,2,0,2.16,0,1,141.21,7,0,512
Dell,Notebook,4,0,0,2.18,0,0,100.45,3,1000,0
HP,Notebook,4,0,0,1.49,0,1,165.63,5,0,128
Chuwi,Notebook,4,0,0,1.89,0,0,141.21,1,0,0
Lenovo,Notebook,4,0,0,2.3,0,0,100.45,3,0,128
Lenovo,Notebook,8,0,0,1.75,0,1,157.35,5,0,256
Dell,Workstation,16,2,0,2.17,0,1,141.21,7,0,512
Dell,Notebook,16,2,0,2.06,0,0,141.21,7,0,512
Lenovo,Ultrabook,16,0,0,1.36,0,1,176.23,7,0,512
Asus,Ultrabook,16,0,0,0.91,0,0,176.23,7,0,512
Lenovo,Notebook,8,2,0,2.3,0,1,141.21,5,0,256
Toshiba,Ultrabook,32,0,0,1.05,1,0,165.63,7,0,512
Asus,Gaming,8,2,0,1.99,0,0,141.21,7,1000,128
Acer,Notebook,8,1,0,2.2,0,0,100.45,2,1000,0
Asus,Gaming,24,2,0,4.33,1,1,127.34,7,1000,256
Lenovo,Ultrabook,8,0,0,1.3,0,1,125.37,5,0,180
Lenovo,Notebook,8,0,0,2.17,0,0,141.21,7,0,256
HP,Notebook,8,0,0,1.48,0,0,157.35,7,0,1000
Lenovo,Notebook,8,0,0,1.4,0,1,165.63,3,0,256
Lenovo,Notebook,8,0,0,2.3,0,1,141.21,5,0,256
Asus,Netbook,4,0,0,1.2,0,0,135.09,1,0,0
HP,Notebook,8,1,0,1.91,0,0,100.45,5,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.4,1,1,158.48,5,0,256
Lenovo,Notebook,4,0,0,2.1,0,0,111.94,1,500,0
Lenovo,Netbook,4,0,2,1.25,0,0,135.09,1,0,16
Lenovo,Notebook,8,0,0,1.44,0,0,165.63,5,0,256
Asus,Notebook,8,0,0,2.0,0,0,141.21,7,1000,256
Acer,Notebook,4,2,0,2.2,0,1,141.21,5,1000,0
HP,Ultrabook,8,0,0,1.34,0,1,165.63,7,0,512
Lenovo,Gaming,8,2,2,2.4,0,1,141.21,7,1000,256
Dell,Ultrabook,8,0,0,1.29,1,1,165.63,5,0,128
Acer,Notebook,4,2,0,2.2,0,0,141.21,7,500,0
Dell,Notebook,8,0,0,2.18,0,0,141.21,5,1000,0
Dell,Notebook,16,1,0,2.2,0,0,141.21,7,2000,256
Xiaomi,Notebook,16,2,2,1.95,0,1,141.21,7,0,256
Asus,Netbook,2,0,0,1.1,0,0,135.09,1,0,0
HP,Notebook,4,0,0,2.04,1,0,100.45,5,1000,0
Asus,Gaming,24,2,0,2.24,0,0,141.21,7,0,512
HP,Notebook,8,2,0,2.04,0,0,141.21,5,0,256
Asus,Gaming,16,2,0,3.0,0,0,127.34,7,1000,256
Lenovo,Gaming,8,2,0,3.2,0,1,141.21,7,1000,256
HP,Ultrabook,8,0,0,1.32,0,1,165.63,7,0,256
Dell,Notebook,8,0,0,1.64,0,0,157.35,5,0,256
HP,Notebook,4,0,0,1.63,0,0,100.45,3,0,128
Dell,Notebook,8,1,2,2.8,0,1,127.34,5,1000,128
Lenovo,Notebook,8,0,0,2.02,0,0,157.35,5,0,256
Lenovo,Notebook,4,2,0,2.2,0,0,141.21,7,1000,0
Lenovo,Notebook,8,2,2,2.2,0,0,100.45,3,2000,0
Dell,Notebook,4,1,0,2.3,0,0,141.21,5,500,0
Dell,Notebook,8,0,0,1.9,0,0,141.21,5,0,256
Dell,Gaming,16,2,0,4.42,0,1,127.34,7,1000,128
Toshiba,Notebook,8,0,0,2.0,0,1,141.21,5,500,0
Asus,Notebook,8,2,0,2.0,0,1,282.42,7,1000,256
Mediacom,Notebook,4,0,0,1.2,0,1,165.63,1,0,32
Asus,Gaming,8,2,0,2.3,0,1,141.21,5,1000,128
Dell,Notebook,8,2,0,1.93,0,0,141.21,7,0,256
Dell,Notebook,8,1,0,2.2,0,0,141.21,5,0,256
HP,Notebook,4,0,0,1.86,0,0,141.21,1,0,256
HP,Gaming,12,2,0,2.62,0,0,127.34,7,1000,0
Lenovo,Notebook,8,2,0,1.87,0,1,157.35,7,0,256
Dell,Ultrabook,8,0,0,1.2,1,0,276.05,7,0,256
Dell,Notebook,4,0,0,1.6,0,0,157.35,3,0,128
HP,Ultrabook,8,0,0,1.34,0,1,276.05,7,0,256
Acer,Gaming,8,2,2,2.4,0,0,141.21,5,1000,0
Asus,Notebook,4,1,0,2.0,0,0,100.45,2,500,0
HP,Notebook,4,0,0,2.1,0,0,141.21,3,0,128
Lenovo,Notebook,4,0,0,1.87,0,0,157.35,5,500,0
Lenovo,Notebook,4,0,2,2.15,0,0,141.21,5,1000,0
HP,Notebook,4,0,0,1.86,0,0,141.21,3,500,0
Lenovo,Notebook,8,0,0,1.99,0,1,141.21,7,0,512
Lenovo,Notebook,4,0,0,2.2,0,0,141.21,3,0,128
Dell,Notebook,8,0,0,1.9,0,0,141.21,5,0,256
Dell,Gaming,16,2,0,4.42,0,1,127.34,7,1000,256
HP,Notebook,8,0,0,2.65,0,0,106.11,3,1000,0
HP,Notebook,8,2,0,2.63,0,0,127.34,7,1000,0
Asus,Notebook,4,0,2,2.0,0,0,100.45,1,500,0
Mediacom,Notebook,4,0,0,1.35,0,1,165.63,1,0,0
Lenovo,Notebook,6,2,0,2.8,0,0,106.11,7,1000,128
HP,Notebook,6,1,0,1.91,0,1,141.21,2,0,128
Dell,Notebook,4,1,0,2.18,0,0,100.45,3,1000,0
Acer,2 in 1 Convertible,4,0,0,1.25,1,1,189.91,1,0,0
Lenovo,Notebook,4,0,0,2.05,0,0,141.21,3,0,128
HP,Ultrabook,16,0,0,1.16,1,1,276.05,1,0,512
Lenovo,Notebook,8,2,0,3.4,0,1,127.34,7,0,256
Asus,Notebook,8,2,0,2.5,0,0,141.21,5,1000,128
Dell,Ultrabook,8,0,0,1.21,1,1,331.26,5,0,128
Dell,Notebook,4,0,0,1.93,0,0,100.45,5,500,0
Fujitsu,Notebook,8,0,0,2.2,0,0,100.45,5,1000,0
Lenovo,Notebook,4,0,0,2.2,0,0,141.21,1,500,0
Lenovo,Notebook,4,0,0,2.02,0,0,111.94,5,500,0
HP,Workstation,8,2,0,3.14,0,0,106.11,5,500,0
HP,Notebook,8,0,0,1.94,0,0,111.94,1,2000,0
HP,Notebook,6,1,0,1.95,0,1,141.21,2,0,256
Lenovo,Notebook,8,0,0,2.3,0,0,141.21,5,0,256
Lenovo,Notebook,4,0,0,2.05,0,0,141.21,5,500,0
Mediacom,Notebook,4,0,0,1.4,0,0,157.35,1,0,32
Toshiba,Ultrabook,16,0,0,1.24,1,0,157.35,7,0,512
Lenovo,Gaming,32,2,0,4.6,0,1,127.34,7,1000,256
MSI,Gaming,16,2,0,4.14,0,0,127.34,7,1000,512
Dell,Notebook,8,1,2,2.2,0,0,141.21,7,0,256
Mediacom,Notebook,4,0,0,1.45,0,1,157.35,1,0,32
Dell,Notebook,8,0,0,1.9,0,0,100.45,5,500,0
HP,Notebook,4,0,0,1.49,0,0,165.63,3,0,128
Dell,Notebook,16,2,0,1.93,0,0,141.21,7,0,256
Dell,Netbook,4,0,2,1.26,0,0,135.09,1,0,0
MSI,Gaming,16,2,0,4.5,0,0,127.34,7,1000,128
HP,Gaming,16,2,0,3.78,0,1,127.34,7,1000,256
Lenovo,Ultrabook,12,0,0,1.4,0,1,157.35,7,0,256
Lenovo,Notebook,12,0,0,2.2,1,0,100.45,7,1000,0
Asus,Gaming,8,2,0,2.73,0,1,127.34,5,1000,128
Asus,2 in 1 Convertible,8,0,0,2.2,1,0,100.45,5,1000,0
Lenovo,Notebook,12,1,0,2.2,0,0,141.21,2,0,512
Dell,2 in 1 Convertible,4,0,0,1.39,1,0,135.09,1,0,128
Samsung,Notebook,16,2,0,2.5,0,0,141.21,7,1000,128
Lenovo,Notebook,4,0,2,2.8,0,0,127.34,3,500,0
Lenovo,Notebook,8,0,0,2.29,0,0,100.45,3,1000,0
Lenovo,2 in 1 Convertible,8,0,0,1.37,1,1,165.63,7,0,512
Lenovo,Notebook,8,0,0,1.7,0,1,157.35,5,0,256
Dell,2 in 1 Convertible,8,0,0,1.34,1,0,176.23,5,0,256
Dell,Workstation,8,2,0,2.06,1,0,141.21,7,0,256
HP,Notebook,8,0,0,1.84,0,0,141.21,7,0,256
HP,Notebook,4,0,0,2.1,0,0,100.45,3,500,0
Acer,Notebook,4,0,0,1.6,0,0,157.35,1,0,0
MSI,Gaming,16,2,0,4.14,0,0,127.34,7,1000,128
Dell,Notebook,4,1,2,2.18,0,0,100.45,3,1000,0
MSI,Gaming,16,2,0,1.8,0,0,282.42,7,2000,256
Toshiba,Notebook,8,0,0,2.2,0,1,141.21,7,0,256
Lenovo,Notebook,6,0,0,2.4,0,0,141.21,5,1000,0
Lenovo,2 in 1 Convertible,8,0,0,2.0,1,1,141.21,7,0,256
Acer,Notebook,4,0,0,1.6,0,0,111.94,1,0,0
Lenovo,Notebook,32,2,0,2.5,0,1,282.42,1,0,1000
Dell,Gaming,16,2,0,2.59,0,0,141.21,7,1000,0
Dell,Notebook,4,0,2,2.18,0,0,100.45,3,1000,0
Dell,Notebook,4,0,2,2.25,0,0,100.45,3,1000,0
Dell,Notebook,4,0,2,1.93,0,0,100.45,5,500,0
Asus,Gaming,8,2,0,3.0,0,0,127.34,7,1000,128
Dell,Notebook,4,1,2,2.18,0,0,141.21,5,0,128
HP,Ultrabook,8,0,0,1.84,0,0,141.21,7,0,512
MSI,Gaming,16,2,0,2.94,0,0,141.21,7,1000,256
Acer,2 in 1 Convertible,4,0,2,1.25,1,1,135.09,1,0,0
HP,Notebook,8,0,0,2.31,0,0,111.94,5,0,256
Lenovo,Notebook,8,0,0,1.65,0,0,157.35,5,0,256
Dell,Notebook,4,1,0,2.2,0,0,141.21,5,1000,0
Fujitsu,Notebook,8,0,0,2.2,0,0,100.45,5,0,256
HP,Notebook,4,0,0,1.88,0,0,100.45,5,500,0
Lenovo,Notebook,8,2,0,2.2,0,0,141.21,7,1000,0
Mediacom,Notebook,2,0,0,1.4,0,0,157.35,1,0,0
Lenovo,Notebook,4,0,2,2.2,0,0,141.21,5,0,128
Asus,2 in 1 Convertible,6,0,0,1.5,1,0,165.63,5,1000,0
Dell,Notebook,8,2,0,2.0,0,0,141.21,7,0,256
Asus,Ultrabook,16,0,0,1.1,0,0,157.35,7,0,512
Dell,Gaming,16,2,0,2.62,0,0,141.21,7,1000,256
Lenovo,Notebook,4,0,0,1.8,0,0,141.21,5,0,256
Lenovo,Notebook,4,2,0,2.2,0,0,141.21,3,1000,0
Asus,Notebook,8,0,0,2.0,0,0,100.45,1,1000,0
Asus,Notebook,8,2,0,1.99,0,0,141.21,5,1000,0
Dell,Ultrabook,8,0,0,1.23,1,0,276.05,5,0,256
Lenovo,Notebook,2,0,0,1.42,0,0,111.94,1,0,0
Lenovo,2 in 1 Convertible,8,0,0,1.37,1,1,165.63,7,0,256
Dell,Notebook,16,2,0,2.06,1,0,282.42,7,0,1000
Lenovo,Gaming,8,2,0,2.5,0,1,141.21,7,1000,128
HP,Notebook,8,1,0,2.6,0,0,107.99,2,1000,0
Lenovo,Ultrabook,16,0,0,1.14,0,1,157.35,7,0,512
Asus,Gaming,8,2,2,2.5,0,1,141.21,7,1000,0
Acer,Notebook,4,0,0,2.4,0,0,100.45,3,500,0
Lenovo,Notebook,4,0,0,1.43,0,0,111.94,1,0,0
Acer,Ultrabook,8,0,0,1.8,0,1,157.35,5,0,256
Razer,Gaming,16,2,0,1.95,0,0,157.35,7,0,256
Toshiba,Notebook,8,0,0,1.2,0,0,165.63,5,0,256
Lenovo,Ultrabook,8,0,0,1.36,0,1,176.23,7,0,256
Asus,Gaming,32,2,0,3.8,0,1,127.34,7,0,512
Acer,Gaming,8,2,2,2.4,0,0,141.21,5,1000,0
Dell,Ultrabook,8,0,0,1.2,0,0,165.63,5,0,256
MSI,Gaming,8,2,0,2.2,0,0,141.21,7,1000,128
HP,Notebook,4,0,2,1.86,0,0,100.45,3,500,0
Toshiba,Notebook,8,0,0,2.0,0,1,141.21,5,500,0
Dell,Notebook,8,1,0,2.2,0,0,141.21,7,0,256
Dell,Notebook,16,1,0,2.2,0,0,141.21,7,2000,256
Lenovo,Gaming,8,2,0,3.31,0,1,141.21,7,1000,128
Dell,Gaming,32,2,0,4.42,0,1,254.67,7,1000,512
Dell,Notebook,8,0,0,1.56,0,0,157.35,5,0,256
Lenovo,Notebook,4,0,0,2.2,0,0,100.45,1,500,0
Lenovo,Notebook,4,0,0,2.2,0,0,141.21,5,500,0
HP,Notebook,6,1,0,2.04,0,0,141.21,3,1000,0
MSI,Gaming,8,2,0,2.7,0,0,127.34,7,1000,128
Toshiba,Notebook,4,0,0,2.1,0,0,100.45,3,0,128
Dell,Notebook,8,0,0,2.06,0,0,141.21,5,1000,0
HP,Notebook,8,1,0,2.1,0,0,141.21,7,1000,0
Toshiba,Notebook,8,0,0,2.0,0,1,141.21,5,0,256
Acer,Notebook,4,0,2,2.1,0,0,100.45,3,0,128
Microsoft,Ultrabook,8,0,0,1.252,1,0,200.84,7,0,256
Lenovo,Notebook,8,1,0,1.9,0,0,141.21,5,1000,128
Lenovo,2 in 1 Convertible,8,0,0,1.3,1,1,165.63,5,0,256
Lenovo,Notebook,4,1,0,2.2,0,0,100.45,2,0,128
HP,2 in 1 Convertible,4,2,0,1.63,1,1,157.35,3,0,128
MSI,Gaming,16,2,0,2.4,0,0,141.21,7,1000,256
Asus,Ultrabook,8,0,0,1.1,0,0,157.35,5,0,256
HP,2 in 1 Convertible,8,0,2,1.4,1,0,135.09,1,0,0
LG,Ultrabook,8,0,0,1.09,0,1,141.21,7,0,512
Acer,Gaming,16,2,0,2.5,0,0,141.21,5,0,256
MSI,Gaming,8,2,0,2.2,0,0,141.21,5,0,256
Asus,Notebook,4,0,0,1.86,0,0,100.45,1,0,128
Dell,Gaming,16,2,0,3.21,0,0,141.21,5,1000,128
HP,Notebook,4,1,0,2.5,0,1,127.34,3,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.19,1,1,165.63,7,0,512
Dell,Gaming,16,2,0,3.49,0,0,141.21,7,1000,256
HP,Notebook,4,1,0,1.86,0,0,100.45,5,500,0
Dell,Notebook,4,1,0,2.2,0,0,100.45,3,1000,0
HP,Notebook,6,1,0,2.65,0,1,127.34,2,2000,0
Lenovo,Notebook,4,0,0,2.1,0,0,100.45,1,500,0
Acer,Notebook,4,0,2,1.45,0,0,111.94,1,0,0
Lenovo,Notebook,4,0,0,1.7,0,0,157.35,5,0,256
HP,Workstation,8,2,0,3.14,0,0,127.34,7,500,0
Lenovo,2 in 1 Convertible,8,0,0,1.42,1,0,209.8,7,0,256
Toshiba,Notebook,8,0,0,1.5,0,1,165.63,5,0,256
Acer,Netbook,4,0,0,1.4,0,0,135.09,1,0,0
Lenovo,2 in 1 Convertible,16,0,0,1.38,1,0,157.35,7,0,512
Asus,2 in 1 Convertible,4,0,2,1.2,1,0,176.23,1,0,0
Toshiba,Ultrabook,16,0,0,1.36,1,0,165.63,7,0,512
HP,Notebook,4,1,0,2.1,0,1,141.21,7,500,0
Dell,Gaming,8,2,0,2.56,0,0,141.21,5,1000,0
Lenovo,Notebook,4,1,0,2.2,0,0,141.21,2,0,256
Lenovo,Notebook,8,1,0,2.2,0,0,100.45,2,1000,0
Lenovo,Notebook,4,0,0,2.1,0,0,141.21,5,2000,0
Lenovo,Notebook,4,0,2,1.9,0,0,100.45,3,500,0
Dell,Notebook,8,0,0,2.18,0,0,141.21,5,0,256
Acer,2 in 1 Convertible,8,0,0,1.6,1,1,165.63,5,0,256
Lenovo,Workstation,16,2,0,2.18,0,0,141.21,7,0,512
Lenovo,Notebook,8,0,0,1.8,0,0,157.35,5,0,256
HP,Notebook,6,1,0,2.71,0,1,127.34,2,2000,0
Lenovo,Gaming,8,2,0,2.5,0,1,141.21,7,1000,128
Dell,Notebook,8,2,2,1.64,0,0,157.35,5,0,256
Dell,Notebook,8,0,2,1.98,0,0,141.21,5,1000,0
Asus,Notebook,4,0,0,1.5,0,0,157.35,1,0,0
Dell,Notebook,16,0,0,1.93,0,0,141.21,5,0,512
Lenovo,Notebook,8,2,0,1.87,0,1,157.35,5,0,256
Dell,Notebook,8,0,0,1.9,0,0,141.21,5,0,256
Lenovo,Notebook,4,1,0,2.19,0,0,100.45,2,500,0
Mediacom,Notebook,4,0,0,1.4,0,1,161.73,1,32,0
HP,Notebook,8,2,0,2.63,0,0,127.34,7,0,256
Lenovo,Ultrabook,8,0,0,1.17,0,1,209.8,7,0,512
HP,2 in 1 Convertible,8,0,0,1.58,1,1,117.83,5,0,256
Lenovo,Ultrabook,8,0,0,1.32,0,1,157.35,5,0,256
Dell,Gaming,32,2,0,4.36,0,0,254.67,7,1000,1000
MSI,Gaming,8,2,0,2.7,0,0,127.34,7,1000,128
Lenovo,Notebook,4,0,2,1.9,0,0,100.45,5,1000,0
Dell,Notebook,8,1,0,2.2,0,0,141.21,5,1000,128
Dell,2 in 1 Convertible,4,0,0,1.71,1,0,165.63,3,1000,0
Dell,Notebook,8,1,2,2.32,0,0,100.45,5,1000,0
HP,Notebook,4,1,0,2.1,0,0,141.21,2,1000,0
Acer,Gaming,16,2,0,4.2,0,1,127.34,7,1000,128
Dell,Notebook,12,0,0,2.25,0,0,100.45,5,1000,0
HP,Notebook,6,1,0,2.1,0,0,141.21,2,1000,128
Acer,Notebook,4,0,0,2.4,0,0,100.45,5,500,0
Lenovo,Notebook,8,0,0,1.44,0,1,165.63,5,0,256
Lenovo,Notebook,4,0,0,1.85,0,0,141.21,7,1000,0
HP,Workstation,16,2,0,2.6,0,0,141.21,7,0,256
Dell,2 in 1 Convertible,8,0,0,1.55,1,0,165.63,5,1000,0
MSI,Gaming,16,2,0,1.8,0,0,141.21,7,1000,256
Acer,Notebook,4,0,0,2.4,0,0,100.45,3,500,0
Dell,Notebook,8,2,0,2.0,0,0,141.21,7,1000,128
Dell,Notebook,8,0,0,2.0,0,0,100.45,3,0,256
Toshiba,Notebook,8,0,0,1.25,1,1,157.35,5,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.7,1,0,157.35,5,0,256
Lenovo,Workstation,16,2,0,2.5,0,1,282.42,7,0,1000
Acer,Notebook,2,0,2,1.68,0,0,111.94,1,0,0
Samsung,Ultrabook,16,0,0,0.81,0,0,165.63,7,0,256
HP,Notebook,8,0,0,1.86,0,0,141.21,3,0,256
Dell,Notebook,8,0,0,1.6,0,0,111.94,5,0,256
HP,Workstation,16,2,0,3.0,0,1,127.34,1,0,256
Lenovo,Netbook,4,0,0,1.4,1,0,135.09,1,0,128
HP,Notebook,8,0,0,1.84,0,0,141.21,5,0,256
Asus,Notebook,4,2,2,2.45,0,0,100.45,5,1000,0
Lenovo,Ultrabook,4,0,0,1.7,0,0,157.35,5,0,180
Asus,Notebook,4,0,0,2.37,0,0,100.45,7,0,256
Lenovo,2 in 1 Convertible,8,0,0,1.3,1,1,276.05,5,0,256
HP,Notebook,8,2,0,2.2,0,1,141.21,5,1000,128
HP,Workstation,8,2,0,2.59,0,0,141.21,7,0,256
Dell,Gaming,16,2,0,4.42,0,1,282.42,7,1000,256
Acer,Notebook,4,0,0,2.1,0,0,100.45,5,0,256
Lenovo,Gaming,8,2,0,2.5,0,1,141.21,7,1000,128
Dell,Ultrabook,16,0,0,1.18,0,0,176.23,7,0,256
Google,Ultrabook,8,0,2,1.1,1,0,234.51,5,0,256
Asus,Ultrabook,8,0,0,1.2,0,1,276.05,5,0,256
Dell,Notebook,4,0,0,1.65,0,0,117.83,3,500,0
Acer,Notebook,4,0,0,1.6,0,0,117.83,5,0,128
Asus,Notebook,4,2,0,2.8,0,0,90.58,1,1000,0
Dell,Gaming,16,2,0,2.72,1,1,282.42,7,1000,128
Samsung,Ultrabook,8,0,0,1.31,1,0,165.63,7,0,256
Acer,Notebook,4,0,2,2.1,0,0,100.45,1,1000,0
Dell,Notebook,16,1,0,2.3,0,0,141.21,7,0,256
Samsung,2 in 1 Convertible,16,1,0,1.71,1,0,146.86,7,0,256
Toshiba,Notebook,4,0,0,1.75,0,1,111.94,5,0,128
Dell,Gaming,8,2,0,2.62,0,0,141.21,7,1000,0
HP,Ultrabook,4,0,0,1.26,0,0,125.37,5,0,256
Asus,2 in 1 Convertible,12,2,0,2.3,1,0,141.21,7,2000,0
Lenovo,Notebook,16,2,0,2.5,0,0,282.42,7,0,512
Acer,Notebook,4,0,0,1.8,0,1,157.35,3,0,128
Razer,Gaming,16,2,0,1.95,0,0,157.35,7,0,512
Asus,Notebook,8,0,0,2.0,0,0,141.21,1,0,128
Dell,Gaming,32,2,0,4.42,0,1,127.34,7,1000,1000
Asus,Gaming,16,2,0,4.3,0,1,127.34,7,1000,256
Toshiba,Ultrabook,16,2,0,1.47,0,1,157.35,7,0,512
Lenovo,Notebook,8,0,2,2.2,0,0,100.45,1,1000,0
Lenovo,Ultrabook,16,0,0,1.7,0,0,157.35,7,0,512
MSI,Gaming,16,2,0,1.6,0,1,157.35,7,1000,256
MSI,Gaming,8,2,0,2.2,0,0,141.21,5,1000,128
Lenovo,Gaming,4,2,0,2.4,0,1,141.21,7,1000,0
Acer,Gaming,16,2,0,4.2,0,1,127.34,7,1000,256
Dell,Gaming,8,2,0,2.62,0,0,141.21,5,0,256
Asus,Gaming,8,2,0,2.24,0,0,141.21,7,1000,128
Vero,Notebook,4,0,0,1.22,0,0,157.35,1,0,0
Lenovo,2 in 1 Convertible,8,0,0,1.37,1,1,165.63,7,0,512
Lenovo,2 in 1 Convertible,8,1,0,2.08,1,0,141.21,5,0,256
Apple,Ultrabook,8,0,1,0.92,0,1,226.42,1,0,0
Lenovo,2 in 1 Convertible,8,0,0,1.42,1,1,209.8,5,0,256
Asus,Notebook,4,0,0,1.63,0,0,111.94,1,0,0
Dell,Notebook,8,0,0,1.95,0,0,100.45,5,0,128
